,daysInStatus,devTeam,end,key,observationDate,sp,start,status,type
947,0.05,Team B,2019-12-12,KEY-1132,2020-05-18 15:23:26.721638,2.0,2019-12-12,Code Review,Story
948,0.09,Team B,2019-12-12,KEY-1132,2020-05-18 15:23:26.721638,2.0,2019-12-12,Merged,Story
949,0.03,Team B,2019-12-12,KEY-1132,2020-05-18 15:23:26.721638,2.0,2019-12-12,Ready to Test,Story
950,0.08,Team B,2019-12-12,KEY-1132,2020-05-18 15:23:26.721638,2.0,2019-12-12,In Testing,Story
951,2.86,Team B,2019-12-12,KEY-1132,2020-05-18 15:23:26.721638,2.0,2019-12-12,Ready For Signoff,Story
952,0.0,Team B,2019-12-12,KEY-1132,2020-05-18 15:23:26.721638,2.0,2019-12-12,Done,Story
953,28.650000000000002,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,Open,Task
954,9.27,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,In Analysis,Task
955,42.05,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,Awaiting clarification,Task
956,1.45,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,In Refinement,Task
957,55.209999999999994,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,Ready for Development,Task
958,6.99,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,In Development,Task
959,0.05,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,Code Review,Task
960,0.85,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,Ready to Test,Task
961,0.46,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,In Testing,Task
962,2.83,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,Ready For Signoff,Task
963,0.0,Team B,2020-04-09,KEY-1131,2020-05-18 15:23:26.721638,3.0,2020-04-09,Done,Task
964,25.92,Team B,2020-01-15,KEY-1130,2020-05-18 15:23:26.721638,0.0,2020-01-15,Open,Story
965,0.05,Team B,2020-01-15,KEY-1130,2020-05-18 15:23:26.721638,0.0,2020-01-15,In Analysis,Story
966,37.03,Team B,2020-01-15,KEY-1130,2020-05-18 15:23:26.721638,0.0,2020-01-15,Awaiting clarification,Story
967,0.0,Team B,2020-01-15,KEY-1130,2020-05-18 15:23:26.721638,0.0,2020-01-15,Withdrawn,Story
968,0.17,,2019-11-27,KEY-1129,2020-05-18 15:23:26.721638,0.0,2019-11-27,Open,Story
969,13.96,,2019-11-27,KEY-1129,2020-05-18 15:23:26.721638,0.0,2019-11-27,In Analysis,Story
970,0.0,,2019-11-27,KEY-1129,2020-05-18 15:23:26.721638,0.0,2019-11-27,Withdrawn,Story
971,25.94,Team B,2020-03-10,KEY-1127,2020-05-18 15:23:26.721638,0.0,2020-03-10,Open,Story
972,9.14,Team B,2020-03-10,KEY-1127,2020-05-18 15:23:26.721638,0.0,2020-03-10,In Analysis,Story
973,27.1,Team B,2020-03-10,KEY-1127,2020-05-18 15:23:26.721638,0.0,2020-03-10,Awaiting clarification,Story
974,30.85,Team B,2020-03-10,KEY-1127,2020-05-18 15:23:26.721638,0.0,2020-03-10,In Refinement,Story
975,17.84,Team B,2020-03-10,KEY-1127,2020-05-18 15:23:26.721638,0.0,2020-03-10,Blocked,Story
976,0.0,Team B,2020-03-10,KEY-1127,2020-05-18 15:23:26.721638,0.0,2020-03-10,Ready to Test,Story
977,0.0,Team B,2020-03-10,KEY-1127,2020-05-18 15:23:26.721638,0.0,2020-03-10,In Testing,Story
978,7.06,Team B,2020-03-10,KEY-1127,2020-05-18 15:23:26.721638,0.0,2020-03-10,Ready For Signoff,Story
979,0.0,Team B,2020-03-10,KEY-1127,2020-05-18 15:23:26.721638,0.0,2020-03-10,Done,Story
980,25.94,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,Open,Story
981,9.13,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,In Analysis,Story
982,27.110000000000003,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,Awaiting clarification,Story
983,2.71,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,In Refinement,Story
984,5.99,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,Ready for Development,Story
985,5.23,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,In Development,Story
986,1.04,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,Code Review,Story
987,0.92,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,Ready to Test,Story
988,1.02,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,In Testing,Story
989,4.85,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,Ready For Signoff,Story
990,0.0,Team B,2020-02-05,KEY-1126,2020-05-18 15:23:26.721638,5.0,2020-02-05,Done,Story
991,1.19,Team C,2019-12-04,KEY-1124,2020-05-18 15:23:26.721638,3.0,2019-12-04,Open,Story
992,6.8,Team C,2019-12-04,KEY-1124,2020-05-18 15:23:26.721638,3.0,2019-12-04,In Refinement,Story
993,3.97,Team C,2019-12-04,KEY-1124,2020-05-18 15:23:26.721638,3.0,2019-12-04,Ready for Development,Story
994,9.26,Team C,2019-12-04,KEY-1124,2020-05-18 15:23:26.721638,3.0,2019-12-04,In Development,Story
995,0.0,Team C,2019-12-04,KEY-1124,2020-05-18 15:23:26.721638,3.0,2019-12-04,Done,Story
996,0.05,Team B,2020-03-18,KEY-1122,2020-05-18 15:23:26.721638,0.0,2020-03-18,Open,Story
997,128.21,Team B,2020-03-18,KEY-1122,2020-05-18 15:23:26.721638,0.0,2020-03-18,In Analysis,Story
998,0.0,Team B,2020-03-18,KEY-1122,2020-05-18 15:23:26.721638,0.0,2020-03-18,Withdrawn,Story
999,13.99,Team B,2020-03-11,KEY-1121,2020-05-18 15:23:26.721638,3.0,2020-03-11,Open,Story
1000,56.26,Team B,2020-03-11,KEY-1121,2020-05-18 15:23:26.721638,3.0,2020-03-11,In Analysis,Story
1001,21.99,Team B,2020-03-11,KEY-1121,2020-05-18 15:23:26.721638,3.0,2020-03-11,Awaiting clarification,Story
1002,20.0,Team B,2020-03-11,KEY-1121,2020-05-18 15:23:26.721638,3.0,2020-03-11,Ready for Development,Story
1003,7.01,Team B,2020-03-11,KEY-1121,2020-05-18 15:23:26.721638,3.0,2020-03-11,In Development,Story
1004,0.73,Team B,2020-03-11,KEY-1121,2020-05-18 15:23:26.721638,3.0,2020-03-11,Code Review,Story
1005,0.15,Team B,2020-03-11,KEY-1121,2020-05-18 15:23:26.721638,3.0,2020-03-11,In Testing,Story
1006,1.08,Team B,2020-03-11,KEY-1121,2020-05-18 15:23:26.721638,3.0,2020-03-11,Ready For Signoff,Story
1007,0.0,Team B,2020-03-11,KEY-1121,2020-05-18 15:23:26.721638,3.0,2020-03-11,Done,Story
1008,3.99,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,Open,Story
1009,28.04,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,In Analysis,Story
1010,0.12,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,Awaiting clarification,Story
1011,2.96,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,In Refinement,Story
1012,21.82,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,Ready for Development,Story
1013,6.0,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,In Development,Story
1014,1.05,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,Code Review,Story
1015,3.0,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,Ready to Test,Story
1016,0.19,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,In Testing,Story
1017,2.01,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,Ready For Signoff,Story
1018,0.0,Team B,2020-01-15,KEY-1120,2020-05-18 15:23:26.721638,2.0,2020-01-15,Done,Story
1019,3.89,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,Open,Story
1020,37.24,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,In Analysis,Story
1021,27.08,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,Awaiting clarification,Story
1022,1.71,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,In Refinement,Story
1023,15.0,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,Ready for Development,Story
1024,5.18,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,In Development,Story
1025,1.7000000000000002,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,Code Review,Story
1026,5.17,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,Ready to Test,Story
1027,0.95,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,In Testing,Story
1028,0.03,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,Merged,Story
1029,0.22,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,Ready For Signoff,Story
1030,0.0,Team B,2020-02-13,KEY-1119,2020-05-18 15:23:26.721638,2.0,2020-02-13,Done,Story
1031,3.94,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,Open,Story
1032,29.19,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,In Analysis,Story
1033,8.0,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,Awaiting clarification,Story
1034,25.99,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,In Refinement,Story
1035,3.07,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,Ready for Development,Story
1036,5.85,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,In Development,Story
1037,0.15,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,Merged,Story
1038,0.03,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,Ready to Test,Story
1039,0.9,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,In Testing,Story
1040,5.23,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,Ready For Signoff,Story
1041,0.0,Team B,2020-01-28,KEY-1118,2020-05-18 15:23:26.721638,3.0,2020-01-28,Done,Story
1042,0.0,Team B,2019-11-20,KEY-1117,2020-05-18 15:23:26.721638,2.0,2019-11-20,Open,Story
1043,4.91,Team B,2019-11-20,KEY-1117,2020-05-18 15:23:26.721638,2.0,2019-11-20,Ready for Development,Story
1044,2.25,Team B,2019-11-20,KEY-1117,2020-05-18 15:23:26.721638,2.0,2019-11-20,In Development,Story
1045,0.04,Team B,2019-11-20,KEY-1117,2020-05-18 15:23:26.721638,2.0,2019-11-20,Code Review,Story
1046,3.86,Team B,2019-11-20,KEY-1117,2020-05-18 15:23:26.721638,2.0,2019-11-20,Ready to Test,Story
1047,0.92,Team B,2019-11-20,KEY-1117,2020-05-18 15:23:26.721638,2.0,2019-11-20,In Testing,Story
1048,1.15,Team B,2019-11-20,KEY-1117,2020-05-18 15:23:26.721638,2.0,2019-11-20,Ready For Signoff,Story
1049,0.0,Team B,2019-11-20,KEY-1117,2020-05-18 15:23:26.721638,2.0,2019-11-20,Done,Story
1050,0.01,Team B,2019-11-19,KEY-1116,2020-05-18 15:23:26.721638,2.0,2019-11-19,Open,Story
1051,0.98,Team B,2019-11-19,KEY-1116,2020-05-18 15:23:26.721638,2.0,2019-11-19,Ready for Development,Story
1052,4.9,Team B,2019-11-19,KEY-1116,2020-05-18 15:23:26.721638,2.0,2019-11-19,In Development,Story
1053,1.96,Team B,2019-11-19,KEY-1116,2020-05-18 15:23:26.721638,2.0,2019-11-19,Code Review,Story
1054,0.0,Team B,2019-11-19,KEY-1116,2020-05-18 15:23:26.721638,2.0,2019-11-19,Ready to Test,Story
1055,0.07,Team B,2019-11-19,KEY-1116,2020-05-18 15:23:26.721638,2.0,2019-11-19,In Testing,Story
1056,4.05,Team B,2019-11-19,KEY-1116,2020-05-18 15:23:26.721638,2.0,2019-11-19,Ready For Signoff,Story
1057,0.0,Team B,2019-11-19,KEY-1116,2020-05-18 15:23:26.721638,2.0,2019-11-19,Done,Story
1058,8.06,Team A,2019-12-04,KEY-1113,2020-05-18 15:23:26.721638,2.0,2019-12-04,Open,Ops Task
1059,6.86,Team A,2019-12-04,KEY-1113,2020-05-18 15:23:26.721638,2.0,2019-12-04,In Refinement,Ops Task
1060,10.95,Team A,2019-12-04,KEY-1113,2020-05-18 15:23:26.721638,2.0,2019-12-04,Ready for Development,Ops Task
1061,2.26,Team A,2019-12-04,KEY-1113,2020-05-18 15:23:26.721638,2.0,2019-12-04,In Development,Ops Task
1062,0.02,Team A,2019-12-04,KEY-1113,2020-05-18 15:23:26.721638,2.0,2019-12-04,Code Review,Ops Task
1063,0.0,Team A,2019-12-04,KEY-1113,2020-05-18 15:23:26.721638,2.0,2019-12-04,Merged,Ops Task
1064,0.0,Team A,2019-12-04,KEY-1113,2020-05-18 15:23:26.721638,2.0,2019-12-04,Ready to Test,Ops Task
1065,0.0,Team A,2019-12-04,KEY-1113,2020-05-18 15:23:26.721638,2.0,2019-12-04,In Testing,Ops Task
1066,0.0,Team A,2019-12-04,KEY-1113,2020-05-18 15:23:26.721638,2.0,2019-12-04,Done,Ops Task
1067,0.02,Team A,2019-11-20,KEY-1112,2020-05-18 15:23:26.721638,3.0,2019-11-20,Open,Ops Task
1068,0.1,Team A,2019-11-20,KEY-1112,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Refinement,Ops Task
1069,8.89,Team A,2019-11-20,KEY-1112,2020-05-18 15:23:26.721638,3.0,2019-11-20,Ready for Development,Ops Task
1070,3.08,Team A,2019-11-20,KEY-1112,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Development,Ops Task
1071,1.75,Team A,2019-11-20,KEY-1112,2020-05-18 15:23:26.721638,3.0,2019-11-20,Code Review,Ops Task
1072,0.0,Team A,2019-11-20,KEY-1112,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Testing,Ops Task
1073,0.0,Team A,2019-11-20,KEY-1112,2020-05-18 15:23:26.721638,3.0,2019-11-20,Ready For Signoff,Ops Task
1074,0.0,Team A,2019-11-20,KEY-1112,2020-05-18 15:23:26.721638,3.0,2019-11-20,Done,Ops Task
1075,8.03,Team B,2019-11-20,KEY-1111,2020-05-18 15:23:26.721638,2.0,2019-11-20,Open,Story
1076,2.05,Team B,2019-11-20,KEY-1111,2020-05-18 15:23:26.721638,2.0,2019-11-20,In Development,Story
1077,2.93,Team B,2019-11-20,KEY-1111,2020-05-18 15:23:26.721638,2.0,2019-11-20,Code Review,Story
1078,0.0,Team B,2019-11-20,KEY-1111,2020-05-18 15:23:26.721638,2.0,2019-11-20,Merged,Story
1079,1.07,Team B,2019-11-20,KEY-1111,2020-05-18 15:23:26.721638,2.0,2019-11-20,Ready to Test,Story
1080,0.07,Team B,2019-11-20,KEY-1111,2020-05-18 15:23:26.721638,2.0,2019-11-20,In Testing,Story
1081,1.03,Team B,2019-11-20,KEY-1111,2020-05-18 15:23:26.721638,2.0,2019-11-20,Ready For Signoff,Story
1082,0.0,Team B,2019-11-20,KEY-1111,2020-05-18 15:23:26.721638,2.0,2019-11-20,Done,Story
1083,1.27,Team B,2019-11-14,KEY-1110,2020-05-18 15:23:26.721638,1.0,2019-11-14,Open,Story
1084,0.71,Team B,2019-11-14,KEY-1110,2020-05-18 15:23:26.721638,1.0,2019-11-14,In Refinement,Story
1085,0.05,Team B,2019-11-14,KEY-1110,2020-05-18 15:23:26.721638,1.0,2019-11-14,Ready for Development,Story
1086,0.24,Team B,2019-11-14,KEY-1110,2020-05-18 15:23:26.721638,1.0,2019-11-14,In Development,Story
1087,0.0,Team B,2019-11-14,KEY-1110,2020-05-18 15:23:26.721638,1.0,2019-11-14,Code Review,Story
1088,0.83,Team B,2019-11-14,KEY-1110,2020-05-18 15:23:26.721638,1.0,2019-11-14,Ready to Test,Story
1089,0.1,Team B,2019-11-14,KEY-1110,2020-05-18 15:23:26.721638,1.0,2019-11-14,In Testing,Story
1090,5.76,Team B,2019-11-14,KEY-1110,2020-05-18 15:23:26.721638,1.0,2019-11-14,Ready For Signoff,Story
1091,0.0,Team B,2019-11-14,KEY-1110,2020-05-18 15:23:26.721638,1.0,2019-11-14,Done,Story
1092,35.88,Team B,2020-01-28,KEY-1109,2020-05-18 15:23:26.721638,5.0,2020-01-28,In Analysis,Story
1093,28.24,Team B,2020-01-28,KEY-1109,2020-05-18 15:23:26.721638,5.0,2020-01-28,Awaiting clarification,Story
1094,0.92,Team B,2020-01-28,KEY-1109,2020-05-18 15:23:26.721638,5.0,2020-01-28,In Refinement,Story
1095,7.04,Team B,2020-01-28,KEY-1109,2020-05-18 15:23:26.721638,5.0,2020-01-28,In Development,Story
1096,0.0,Team B,2020-01-28,KEY-1109,2020-05-18 15:23:26.721638,5.0,2020-01-28,Merged,Story
1097,0.84,Team B,2020-01-28,KEY-1109,2020-05-18 15:23:26.721638,5.0,2020-01-28,Ready to Test,Story
1098,3.95,Team B,2020-01-28,KEY-1109,2020-05-18 15:23:26.721638,5.0,2020-01-28,In Testing,Story
1099,8.34,Team B,2020-01-28,KEY-1109,2020-05-18 15:23:26.721638,5.0,2020-01-28,Ready For Signoff,Story
1100,0.01,Team B,2020-01-28,KEY-1109,2020-05-18 15:23:26.721638,5.0,2020-01-28,Code Review,Story
1101,0.0,Team B,2020-01-28,KEY-1109,2020-05-18 15:23:26.721638,5.0,2020-01-28,Done,Story
1102,0.01,Team B,2019-11-19,KEY-1108,2020-05-18 15:23:26.721638,3.0,2019-11-19,Open,Story
1103,8.89,Team B,2019-11-19,KEY-1108,2020-05-18 15:23:26.721638,3.0,2019-11-19,Ready for Development,Story
1104,5.02,Team B,2019-11-19,KEY-1108,2020-05-18 15:23:26.721638,3.0,2019-11-19,In Development,Story
1105,0.92,Team B,2019-11-19,KEY-1108,2020-05-18 15:23:26.721638,3.0,2019-11-19,Ready For Signoff,Story
1106,0.0,Team B,2019-11-19,KEY-1108,2020-05-18 15:23:26.721638,3.0,2019-11-19,Done,Story
1107,196.08,Team B,2020-05-18,KEY-1107,2020-05-18 15:23:26.721638,,2020-05-18,Open,Bug
1108,0.0,Team B,2020-05-18,KEY-1107,2020-05-18 15:23:26.721638,,2020-05-18,Withdrawn,Bug
1109,0.16,Team B,2020-05-18,KEY-1106,2020-05-18 15:23:26.721638,3.0,2020-05-18,Open,Bug
1110,195.96,Team B,2020-05-18,KEY-1106,2020-05-18 15:23:26.721638,3.0,2020-05-18,In Analysis,Bug
1111,0.0,Team B,2020-05-18,KEY-1106,2020-05-18 15:23:26.721638,3.0,2020-05-18,Withdrawn,Bug
1112,3.67,Team C,2019-12-18,KEY-1105,2020-05-18 15:23:26.721638,2.0,2019-12-18,Open,Story
1113,0.12,Team C,2019-12-18,KEY-1105,2020-05-18 15:23:26.721638,2.0,2019-12-18,In Refinement,Story
1114,0.98,Team C,2019-12-18,KEY-1105,2020-05-18 15:23:26.721638,2.0,2019-12-18,Blocked,Story
1115,34.99,Team C,2019-12-18,KEY-1105,2020-05-18 15:23:26.721638,2.0,2019-12-18,Ready for Development,Story
1116,2.16,Team C,2019-12-18,KEY-1105,2020-05-18 15:23:26.721638,2.0,2019-12-18,In Development,Story
1117,1.0,Team C,2019-12-18,KEY-1105,2020-05-18 15:23:26.721638,2.0,2019-12-18,Ready to Test,Story
1118,2.95,Team C,2019-12-18,KEY-1105,2020-05-18 15:23:26.721638,2.0,2019-12-18,In Testing,Story
1119,2.13,Team C,2019-12-18,KEY-1105,2020-05-18 15:23:26.721638,2.0,2019-12-18,Ready For Signoff,Story
1120,0.0,Team C,2019-12-18,KEY-1105,2020-05-18 15:23:26.721638,2.0,2019-12-18,Done,Story
1121,0.16,Team B,2019-11-19,KEY-1104,2020-05-18 15:23:26.721638,1.0,2019-11-19,Open,Story
1122,6.83,Team B,2019-11-19,KEY-1104,2020-05-18 15:23:26.721638,1.0,2019-11-19,In Refinement,Story
1123,0.04,Team B,2019-11-19,KEY-1104,2020-05-18 15:23:26.721638,1.0,2019-11-19,Ready for Development,Story
1124,1.05,Team B,2019-11-19,KEY-1104,2020-05-18 15:23:26.721638,1.0,2019-11-19,In Development,Story
1125,0.04,Team B,2019-11-19,KEY-1104,2020-05-18 15:23:26.721638,1.0,2019-11-19,Merged,Story
1126,0.01,Team B,2019-11-19,KEY-1104,2020-05-18 15:23:26.721638,1.0,2019-11-19,Ready to Test,Story
1127,0.03,Team B,2019-11-19,KEY-1104,2020-05-18 15:23:26.721638,1.0,2019-11-19,In Testing,Story
1128,10.76,Team B,2019-11-19,KEY-1104,2020-05-18 15:23:26.721638,1.0,2019-11-19,Ready For Signoff,Story
1129,0.0,Team B,2019-11-19,KEY-1104,2020-05-18 15:23:26.721638,1.0,2019-11-19,Done,Story
1130,21.97,Team A,2019-12-04,KEY-1103,2020-05-18 15:23:26.721638,3.0,2019-12-04,Open,Ops Task
1131,0.06,Team A,2019-12-04,KEY-1103,2020-05-18 15:23:26.721638,3.0,2019-12-04,In Refinement,Ops Task
1132,0.77,Team A,2019-12-04,KEY-1103,2020-05-18 15:23:26.721638,3.0,2019-12-04,Ready for Development,Ops Task
1133,10.15,Team A,2019-12-04,KEY-1103,2020-05-18 15:23:26.721638,3.0,2019-12-04,In Development,Ops Task
1134,1.01,Team A,2019-12-04,KEY-1103,2020-05-18 15:23:26.721638,3.0,2019-12-04,Code Review,Ops Task
1135,0.99,Team A,2019-12-04,KEY-1103,2020-05-18 15:23:26.721638,3.0,2019-12-04,Ready to Test,Ops Task
1136,0.08,Team A,2019-12-04,KEY-1103,2020-05-18 15:23:26.721638,3.0,2019-12-04,In Testing,Ops Task
1137,0.0,Team A,2019-12-04,KEY-1103,2020-05-18 15:23:26.721638,3.0,2019-12-04,Ready For Signoff,Ops Task
1138,0.0,Team A,2019-12-04,KEY-1103,2020-05-18 15:23:26.721638,3.0,2019-12-04,Done,Ops Task
1139,0.82,Team A,2019-11-18,KEY-1102,2020-05-18 15:23:26.721638,2.0,2019-11-18,Open,Ops Task
1140,6.83,Team A,2019-11-18,KEY-1102,2020-05-18 15:23:26.721638,2.0,2019-11-18,In Development,Ops Task
1141,7.0,Team A,2019-11-18,KEY-1102,2020-05-18 15:23:26.721638,2.0,2019-11-18,Code Review,Ops Task
1142,4.17,Team A,2019-11-18,KEY-1102,2020-05-18 15:23:26.721638,2.0,2019-11-18,Ready for Development,Ops Task
1143,0.0,Team A,2019-11-18,KEY-1102,2020-05-18 15:23:26.721638,2.0,2019-11-18,Ready to Test,Ops Task
1144,0.0,Team A,2019-11-18,KEY-1102,2020-05-18 15:23:26.721638,2.0,2019-11-18,Merged,Ops Task
1145,0.0,Team A,2019-11-18,KEY-1102,2020-05-18 15:23:26.721638,2.0,2019-11-18,In Testing,Ops Task
1146,0.0,Team A,2019-11-18,KEY-1102,2020-05-18 15:23:26.721638,2.0,2019-11-18,Ready For Signoff,Ops Task
1147,0.0,Team A,2019-11-18,KEY-1102,2020-05-18 15:23:26.721638,2.0,2019-11-18,Done,Ops Task
1148,1.12,Team A,2019-11-14,KEY-1101,2020-05-18 15:23:26.721638,2.0,2019-11-14,Open,Ops Task
1149,4.75,Team A,2019-11-14,KEY-1101,2020-05-18 15:23:26.721638,2.0,2019-11-14,Code Review,Ops Task
1150,0.0,Team A,2019-11-14,KEY-1101,2020-05-18 15:23:26.721638,2.0,2019-11-14,Merged,Ops Task
1151,7.01,Team A,2019-11-14,KEY-1101,2020-05-18 15:23:26.721638,2.0,2019-11-14,Ready to Test,Ops Task
1152,1.99,Team A,2019-11-14,KEY-1101,2020-05-18 15:23:26.721638,2.0,2019-11-14,In Testing,Ops Task
1153,0.0,Team A,2019-11-14,KEY-1101,2020-05-18 15:23:26.721638,2.0,2019-11-14,Ready For Signoff,Ops Task
1154,0.0,Team A,2019-11-14,KEY-1101,2020-05-18 15:23:26.721638,2.0,2019-11-14,Done,Ops Task
1155,5.14,Team B,2019-11-18,KEY-1100,2020-05-18 15:23:26.721638,1.0,2019-11-18,Open,Bug
1156,3.12,Team B,2019-11-18,KEY-1100,2020-05-18 15:23:26.721638,1.0,2019-11-18,Ready for Development,Bug
1157,0.86,Team B,2019-11-18,KEY-1100,2020-05-18 15:23:26.721638,1.0,2019-11-18,In Development,Bug
1158,3.91,Team B,2019-11-18,KEY-1100,2020-05-18 15:23:26.721638,1.0,2019-11-18,Ready to Test,Bug
1159,0.09,Team B,2019-11-18,KEY-1100,2020-05-18 15:23:26.721638,1.0,2019-11-18,In Testing,Bug
1160,5.85,Team B,2019-11-18,KEY-1100,2020-05-18 15:23:26.721638,1.0,2019-11-18,Ready For Signoff,Bug
1161,0.0,Team B,2019-11-18,KEY-1100,2020-05-18 15:23:26.721638,1.0,2019-11-18,Done,Bug
1162,0.02,Team A,2019-11-19,KEY-1099,2020-05-18 15:23:26.721638,3.0,2019-11-19,Open,Ops Task
1163,0.05,Team A,2019-11-19,KEY-1099,2020-05-18 15:23:26.721638,3.0,2019-11-19,In Refinement,Ops Task
1164,8.9,Team A,2019-11-19,KEY-1099,2020-05-18 15:23:26.721638,3.0,2019-11-19,Ready for Development,Ops Task
1165,8.02,Team A,2019-11-19,KEY-1099,2020-05-18 15:23:26.721638,3.0,2019-11-19,In Development,Ops Task
1166,0.02,Team A,2019-11-19,KEY-1099,2020-05-18 15:23:26.721638,3.0,2019-11-19,Code Review,Ops Task
1167,3.85,Team A,2019-11-19,KEY-1099,2020-05-18 15:23:26.721638,3.0,2019-11-19,In Testing,Ops Task
1168,0.02,Team A,2019-11-19,KEY-1099,2020-05-18 15:23:26.721638,3.0,2019-11-19,Ready For Signoff,Ops Task
1169,0.0,Team A,2019-11-19,KEY-1099,2020-05-18 15:23:26.721638,3.0,2019-11-19,Done,Ops Task
1170,7.0,Team A,2020-01-30,KEY-1098,2020-05-18 15:23:26.721638,5.0,2020-01-30,Open,Ops Task
1171,1.09,Team A,2020-01-30,KEY-1098,2020-05-18 15:23:26.721638,5.0,2020-01-30,In Refinement,Ops Task
1172,61.95,Team A,2020-01-30,KEY-1098,2020-05-18 15:23:26.721638,5.0,2020-01-30,Ready for Development,Ops Task
1173,21.96,Team A,2020-01-30,KEY-1098,2020-05-18 15:23:26.721638,5.0,2020-01-30,In Development,Ops Task
1174,0.85,Team A,2020-01-30,KEY-1098,2020-05-18 15:23:26.721638,5.0,2020-01-30,Code Review,Ops Task
